time_min,power_density_nW,preact_intensity,saturation_intensity,total_intensity,experiment_id
122.15999999999997,0.44196205574825337,1466,506.0,1972.0,1
124.92000000000004,0.44196205574825337,1550,541.0,2091.0,1
127.91999999999999,0.44196205574825337,1410,634.0,2044.0,1
131.64000000000004,1.1960507914349405,1305,850.0,2155.0,1
134.04,1.1960507914349405,1443,860.0,2303.0,1
136.32000000000002,1.1960507914349405,1600,821.0,2421.0,1
139.20000000000002,3.145912743951723,1588,1007.0,2595.0,1
141.35999999999999,3.145912743951723,1482,992.0,2474.0,1
143.28,0.08981012365831499,1425,166.0,1591.0,1
145.98,0.022175339174892592,1492,44.0,1536.0,1
0.0,1.9397606623469614,599,1900.0,2499.0,2
3.299999999999983,1.9397606623469614,711,1585.0,2296.0,2
6.120000000000019,3.145912743951723,855,1451.0,2306.0,2
8.2800000000001,3.145912743951723,891,1400.0,2291.0,2
10.68000000000005,3.146126245437886,1044,1535.0,2579.0,2
13.920000000000172,3.146126245437886,1137,1417.0,2554.0,2
17.400000000000162,1.1960507914349405,1341,1417.0,2758.0,2
19.680000000000177,1.1960507914349405,1141,1460.0,2601.0,2
22.139999999999986,0.7167760902209894,1312,1262.0,2574.0,2
33.47999999999999,0.44196205574825337,1215,1105.0,2320.0,2
37.860000000000014,0.27251252013861094,1311,970.0,2281.0,2
39.96000000000002,0.27251252013861094,1351,964.0,2315.0,2
42.48000000000012,0.17576838915843104,1476,994.0,2470.0,2
44.52000000000005,0.17576838915843104,1610,950.0,2560.0,2
46.980000000000075,0.1083782783324549,1639,808.0,2447.0,2
49.74000000000004,0.1083782783324549,1713,780.0,2493.0,2
52.139999999999986,0.066825731694678,1729,781.0,2510.0,2
56.100000000000136,0.066825731694678,1864,720.0,2584.0,2
58.98000000000003,0.08981012365831499,2108,704.0,2812.0,2
63.66,0.019403421778031015,2403,295.0,2698.0,2
66.06000000000016,0.019403421778031015,2155,317.0,2472.0,2
68.40000000000003,0.030906878975006546,2014,372.0,2386.0,2
70.97999999999999,0.030906878975006546,1808,300.0,2108.0,2
76.08000000000004,0.022175339174892592,1968,50.0,2018.0,2
80.03999999999998,0.022175339174892592,1736,210.0,1946.0,2
91.08000000000004,0.066825731694678,2335,681.0,3016.0,2
93.72000000000007,0.066825731694678,2608,677.0,3285.0,2
96.66000000000004,0.1083782783324549,2766,838.0,3604.0,2
100.26000000000018,0.1083782783324549,2795,800.0,3595.0,2
103.50000000000009,0.17576838915843104,2770,1268.0,4038.0,2
107.04000000000015,0.17576838915843104,3189,1234.0,4423.0,2
110.58,0.17576838915843104,3153,712.0,3865.0,2
113.46000000000011,0.2850619801560182,2885,1173.0,4058.0,2
116.76000000000009,0.2850619801560182,2762,1072.0,3834.0,2
125.34000000000013,0.44196205574825337,2503,1090.0,3593.0,2
131.04000000000008,0.7167760902209894,2689,1842.0,4531.0,2
134.2200000000001,0.7167760902209894,2452,1341.0,3793.0,2
137.7000000000001,1.1960507914349405,2892,1792.0,4684.0,2
140.57999999999998,1.1960507914349405,3432,1678.0,5110.0,2
146.70000000000002,1.9397606623469614,3008,1665.0,4673.0,2
149.58000000000013,1.9397606623469614,3362,1400.0,4762.0,2
152.10000000000002,1.9397606623469614,3794,1581.0,5375.0,2
154.74000000000004,1.9397606623469614,3579,1461.0,5040.0,2
161.52,3.145912743951723,2596,1328.0,3924.0,2
0.0,1.9397606623469614,586,1606.0,2192.0,3
3.299999999999983,1.9397606623469614,635,1354.0,1989.0,3
6.239999999999952,3.145912743951723,581,1073.0,1654.0,3
7.79999999999994,3.145912743951723,626,1075.0,1701.0,3
10.740000000000016,0.08981012365831499,654,355.0,1009.0,3
13.199999999999932,0.08981012365831499,682,287.0,969.0,3
15.180000000000007,0.022175339174892592,682,48.0,730.0,3
18.420000000000023,1.3859586984307869e-05,628,12.0,640.0,3
20.99999999999998,1.3859586984307869e-05,612,0.0,612.0,3
23.939999999999948,0.030906878975006546,681,78.0,759.0,3
27.300000000000004,0.030906878975006546,679,90.0,769.0,3
30.180000000000007,0.066825731694678,653,223.0,876.0,3
33.53999999999996,0.066825731694678,666,257.0,923.0,3
36.720000000000006,0.1083782783324549,726,259.0,985.0,3
39.60000000000001,0.1083782783324549,735,300.0,1035.0,3
42.719999999999985,0.17576838915843104,708,443.0,1151.0,3
45.72000000000003,0.17576838915843104,753,311.0,1064.0,3
50.39999999999999,0.2850619801560182,884,479.0,1363.0,3
55.25999999999996,0.2850619801560182,897,410.0,1307.0,3
59.099999999999966,0.4623148275952227,970,549.0,1519.0,3
62.280000000000015,0.4623148275952227,746,443.0,1189.0,3
65.09999999999994,0.7167760902209894,744,512.0,1256.0,3
69.00000000000003,0.7167760902209894,796,557.0,1353.0,3
74.69999999999996,1.1960507914349405,1057,810.0,1867.0,3
77.69999999999999,1.1960507914349405,1094,879.0,1973.0,3
80.58,1.9397606623469614,1295,883.0,2178.0,3
83.04000000000002,1.9397606623469614,1016,866.0,1882.0,3
85.43999999999997,3.145912743951723,1079,1119.0,2198.0,3
90.23999999999998,3.145912743951723,1043,815.0,1858.0,3
93.71999999999997,3.146126245437886,883,618.0,1501.0,3
96.41999999999996,3.146126245437886,880,713.0,1593.0,3
99.24,0.030906878975006546,1228,143.0,1371.0,3
107.10000000000001,1.3859586984307869e-05,1250,0.0,1250.0,3
110.76,1.3859586984307869e-05,1377,0.0,1377.0,3
117.23999999999992,1.3859586984307869e-05,1144,0.0,1144.0,3
0.0,0.8897854843925651,1500,2564.0,4064.0,4
6.7200000000001125,2.7719173968615738e-05,1776,0.0,1776.0,4
10.800000000000196,0.027996365708301895,1938,370.0,2308.0,4
18.360000000000056,0.027996365708301895,2091,330.0,2421.0,4
22.080000000000126,0.05613132728644687,2124,844.0,2968.0,4
28.680000000000092,0.05613132728644687,2304,925.0,3229.0,4
31.86000000000014,0.05613132728644687,2526,892.0,3418.0,4
35.52000000000014,0.11226265457289374,2837,1357.0,4194.0,4
38.400000000000034,0.11226265457289374,2782,1436.0,4218.0,4
41.40000000000008,0.22591126784421828,2866,1930.0,4796.0,4
44.52000000000005,0.22591126784421828,2792,1992.0,4784.0,4
48.060000000000116,0.44489274219628255,2979,2220.0,5199.0,4
50.94000000000001,0.44489274219628255,2813,2423.0,5236.0,4
54.0600000000002,0.8897854843925651,3034,2510.0,5544.0,4
56.880000000000024,0.8897854843925651,2897,2447.0,5344.0,4
59.580000000000126,0.8897854843925651,3127,2329.0,5456.0,4
65.58,1.7324483730384834,3125,2584.0,5709.0,4
72.36000000000018,1.7324483730384834,4009,2600.0,6609.0,4
75.24000000000008,3.146126245437886,3913,2760.0,6673.0,4
83.64000000000011,3.146126245437886,4040,2563.0,6603.0,4
87.60000000000005,3.146126245437886,3695,2435.0,6130.0,4
0.0,1.69086961208556,3248,4039.0,7287.0,5
3.77999999999993,4.1578760952923605e-05,3255,0.0,3255.0,5
7.199999999999953,0.024947256571754166,3974,1.0,3975.0,5
10.140000000000029,0.024947256571754166,3551,198.0,3749.0,5
13.319999999999972,0.04296471965135439,3838,368.0,4206.0,5
15.96,0.04296471965135439,3417,399.0,3816.0,5
18.659999999999997,0.052666430540369895,3540,544.0,4084.0,5
21.359999999999992,0.052666430540369895,3743,802.0,4545.0,5
24.539999999999935,0.10062060150607512,4143,1120.0,5263.0,5
27.179999999999964,0.10062060150607512,4427,1011.0,5438.0,5
30.54000000000002,0.21066572216147958,3890,1645.0,5535.0,5
32.75999999999996,0.21066572216147958,4388,1735.0,6123.0,5
36.479999999999926,0.42548932041825155,4789,2050.0,6839.0,5
38.64000000000001,0.42548932041825155,4605,2348.0,6953.0,5
41.27999999999993,0.8731539800113958,5127,3103.0,8230.0,5
43.62000000000002,0.8731539800113958,5043,3222.0,8265.0,5
46.37999999999998,1.69086961208556,5074,3537.0,8611.0,5
49.679999999999964,1.69086961208556,5756,3444.0,9200.0,5
53.93999999999995,3.0213899625791156,5693,4055.0,9748.0,5
56.09999999999992,3.0213899625791156,5238,3809.0,9047.0,5
58.260000000000005,4.1578760952923605e-05,5588,12.0,5600.0,5
61.14000000000001,4.1578760952923605e-05,5850,1.0,5851.0,5
0.0,1.69086961208556,4675,5859.0,10534.0,6
4.859999999999971,0.8731539800113958,4670,4077.0,8747.0,6
7.319999999999993,3.0213899625791156,5604,2410.0,8014.0,6
9.600000000000009,0.42548932041825155,5277,2458.0,7735.0,6
11.999999999999957,0.21066572216147958,5222,1646.0,6868.0,6
25.080000000000062,0.10062060150607512,6184,1842.0,8026.0,6
28.02000000000003,0.052666430540369895,6012,640.0,6652.0,6
36.60000000000007,0.024947256571754166,6696,0.0,6696.0,6
39.29999999999996,4.1578760952923605e-05,6406,0.0,6406.0,6
