100th_percentile_lower,100th_percentile_upper,10th_percentile_lower,10th_percentile_upper,1st_percentile_lower,1st_percentile_upper,20th_percentile_lower,20th_percentile_upper,30th_percentile_lower,30th_percentile_upper,40th_percentile_lower,40th_percentile_upper,50th_percentile_lower,50th_percentile_upper,60th_percentile_lower,60th_percentile_upper,70th_percentile_lower,70th_percentile_upper,80th_percentile_lower,80th_percentile_upper,90th_percentile_lower,90th_percentile_upper,dimension,hpd_max,hpd_min,mass_fraction,mean,median,mode,parameter
225.55093265728618,2926.6061825466377,572.1952509758737,595.9838234758843,583.7204435529112,585.9394636475797,560.6085798136972,606.5041350431809,547.7752883579014,619.4947283413746,533.5217360875156,631.7634073671079,521.3577205405676,647.4926555112766,506.72461262949776,661.9549025844997,488.71671135412504,680.3383715739147,459.66085751176445,701.1632355729371,411.2842757668126,742.2057660361722,1,799.9072849115333,377.27573514199804,0.95,586.4344252530856,584.9267235578288,596.1682714408051,rho
0.41228151643742406,3.336658651297478,0.99593985615129,1.0591299252771726,1.0259370694053276,1.0306381688813957,0.9637420012527457,1.0957568697001632,0.9395436235954691,1.1320242350930556,0.9106904684975996,1.178637393642713,0.8789287742908063,1.2335511122840608,0.845882801352088,1.3035525589262207,0.809699726642531,1.391795184316982,0.7717260177184717,1.5077971691968237,0.7122925864368171,1.7069899986512904,1,1.7530084742602694,0.6038940020501254,0.95,1.0940412398537271,1.0277733581433255,1.0431730597219868,alpha
0.1753459910998673,0.4874401184623458,0.28992988113864415,0.29891070769579053,0.29378002991489294,0.2946190220640368,0.2850458508619914,0.3032918711389181,0.2810954906047375,0.30880115235068967,0.27633343853308423,0.3140617331958348,0.2709314296487998,0.31973006561937484,0.26586911285849746,0.32631708142872246,0.25968343583997316,0.3342975373444822,0.25287819977821524,0.345490740859256,0.2426555155013128,0.36034095721114145,1,0.371227719041682,0.22954911261031885,0.95,0.2968476100884925,0.2942972121336026,0.2926916439094057,sigma
-1.8939012142493823,0.2753860889803459,-1.07894529873716,-1.021276561540791,-1.0535270448117238,-1.048577178170412,-1.1094427633560189,-0.992732294887359,-1.142437890256249,-0.9563228460253661,-1.1776862022267451,-0.9248047450484825,-1.2146809571758912,-0.8884226813304008,-1.2548901407546376,-0.8523896746671301,-1.3009414517185394,-0.8036740617052431,-1.3616407674287223,-0.7414588770764607,-1.4570785223491018,-0.6447899455092921,1,-0.5460401894853545,-1.5162434321519949,0.95,-1.05111380715693,-1.051361171349991,-1.233128436428086,f_predict
-1.8918615965486616,0.27354144103825806,-1.0788524056544675,-1.0213790479584461,-1.053812342101529,-1.048689866674359,-1.1095897416811429,-0.9927714639080292,-1.142752676426074,-0.9567570803989625,-1.1773200798911971,-0.9251345073650725,-1.2144598141329956,-0.8889963541136712,-1.2548661193269157,-0.8534911752108489,-1.3002551228786112,-0.803825164434356,-1.3608457381432242,-0.7422818413826372,-1.4546916050935779,-0.646376528004547,2,-0.5477657501321963,-1.5157191577997806,0.95,-1.051383995320969,-1.0513897038189892,-1.2336218051978776,f_predict
-1.889828484636612,0.27168217400111955,-1.0789944253350991,-1.0222218190632353,-1.0542147900500336,-1.0491811993167262,-1.1099029474535367,-0.9929938526399932,-1.143073058249585,-0.9577476567271364,-1.1765460364757268,-0.9256920219020528,-1.2149277754612517,-0.889634739704108,-1.2541559294751585,-0.8545047015366884,-1.2999551186508917,-0.8051468647646833,-1.3605426624823793,-0.7431712515825479,-1.4531805943710492,-0.6470698972697713,3,-0.5511457087539423,-1.5164551936725352,0.95,-1.0516524502409008,-1.0515281920850903,-1.2341022117538725,f_predict
-1.88777504722362,0.2698151700705774,-1.0794543866367918,-1.0225508172912072,-1.0547359698210255,-1.0494661423843017,-1.1099552032238784,-0.9934472485703272,-1.1435167974595537,-0.9583579034988785,-1.1767476762425884,-0.9265162953369519,-1.215155017269921,-0.8900408155976718,-1.2538582429988345,-0.8550590484034082,-1.299810800015365,-0.8060116820310714,-1.360258976507898,-0.7441180318903856,-1.4520940531631379,-0.6485563326037241,4,-0.5454764791841982,-1.5086247865412055,0.95,-1.0519180144835105,-1.0518052312840012,-1.234560634388315,f_predict
-1.8857356092570032,0.26793322451915236,-1.0798004449167449,-1.0230947358354505,-1.0549488431037513,-1.0493896206080435,-1.110376907096296,-0.9934155705543437,-1.143167057339675,-0.9591494077037059,-1.1766425217029803,-0.9268139999313897,-1.214469788207352,-0.8910515792799668,-1.253536453252961,-0.8557480126003509,-1.3003695617794544,-0.807080969042195,-1.3599199724771411,-0.7449330158282187,-1.4519885202862246,-0.6490722477101406,5,-0.5473303669423817,-1.5074743574177039,0.95,-1.052181155963014,-1.052032100005735,-1.235022114859383,f_predict
-1.883701089362886,0.26609972883089344,-1.0802077866727577,-1.0232003440887187,-1.0554209593648303,-1.0500110407642658,-1.1106605249114274,-0.9932258492835411,-1.1431531440488403,-0.9602504868967419,-1.1767613426213959,-0.9283062344527296,-1.2147295347766818,-0.8914335657858327,-1.2538277274536642,-0.8567536999240197,-1.3001591507198398,-0.8075287954179655,-1.3603441074547593,-0.7458740617723202,-1.4502498455365551,-0.649551920502885,6,-0.5491800527767273,-1.506891999965183,0.95,-1.0524421334043343,-1.052337315394337,-1.235486908581646,f_predict
-1.8816419582326562,0.2642113516574023,-1.0810321927503614,-1.0238451168631368,-1.0557823079758442,-1.050139715781305,-1.1113594597180625,-0.9934362213999948,-1.143850079492543,-0.9604959299847634,-1.1768969615048415,-0.9288653422940572,-1.2148367807730205,-0.8923996913336683,-1.253897287936336,-0.857689742421787,-1.3000284444258334,-0.8084472854290643,-1.3593720309840875,-0.7465570804660816,-1.448436945108328,-0.6507569155254848,7,-0.5508174840277992,-1.5059010506805686,0.95,-1.0527003058416013,-1.0532047071422426,-1.2359197596468308,f_predict
